[102/15000][epoch 12] Loss_D: -18.539742; Loss_G: 1.089771; Batch time: 1.128436s; Full time: 0.034763h
[103/15000][epoch 12] Loss_D: -17.528072; Loss_G: 2.370612; Batch time: 1.128627s; Full time: 0.035077h
[104/15000][epoch 12] Loss_D: -18.015301; Loss_G: -5.898208; Batch time: 1.133683s; Full time: 0.035392h
[105/15000][epoch 12] Loss_D: -17.594246; Loss_G: -3.916763; Batch time: 1.125384s; Full time: 0.035705h
[106/15000][epoch 12] Loss_D: -19.233034; Loss_G: -5.191144; Batch time: 1.131109s; Full time: 0.036019h
[107/15000][epoch 12] Loss_D: -18.645781; Loss_G: 3.875906; Batch time: 1.121059s; Full time: 0.036330h
[108/15000][epoch 12] Loss_D: -18.609098; Loss_G: -6.397167; Batch time: 1.126694s; Full time: 0.036643h
[109/15000][epoch 13] Loss_D: -18.213091; Loss_G: -6.538842; Batch time: 1.170321s; Full time: 0.036968h
[110/15000][epoch 13] Loss_D: -20.099236; Loss_G: -3.493706; Batch time: 1.135045s; Full time: 0.037358h
[111/15000][epoch 13] Loss_D: -18.350210; Loss_G: -0.406190; Batch time: 1.134725s; Full time: 0.037674h
[112/15000][epoch 13] Loss_D: -17.849987; Loss_G: -4.425433; Batch time: 1.130694s; Full time: 0.037988h
[113/15000][epoch 13] Loss_D: -18.727160; Loss_G: -8.173512; Batch time: 1.133801s; Full time: 0.038303h
[114/15000][epoch 13] Loss_D: -18.041355; Loss_G: -3.297252; Batch time: 1.131154s; Full time: 0.038617h
[115/15000][epoch 13] Loss_D: -17.768795; Loss_G: 1.600424; Batch time: 1.139757s; Full time: 0.038934h
[116/15000][epoch 13] Loss_D: -16.605223; Loss_G: -5.604062; Batch time: 1.127744s; Full time: 0.039247h
[117/15000][epoch 14] Loss_D: -14.745478; Loss_G: -4.804568; Batch time: 1.147357s; Full time: 0.039566h
[118/15000][epoch 14] Loss_D: -17.504457; Loss_G: 0.747221; Batch time: 1.130793s; Full time: 0.039880h
[119/15000][epoch 14] Loss_D: -16.562790; Loss_G: -2.680809; Batch time: 1.120767s; Full time: 0.040191h
[120/15000][epoch 14] Loss_D: -15.726043; Loss_G: -14.290750; Batch time: 1.123877s; Full time: 0.040574h
[121/15000][epoch 14] Loss_D: -16.140511; Loss_G: -2.467155; Batch time: 1.121944s; Full time: 0.040885h
[122/15000][epoch 14] Loss_D: -13.593172; Loss_G: -6.518556; Batch time: 1.130584s; Full time: 0.041199h
[123/15000][epoch 14] Loss_D: -14.220570; Loss_G: -4.658667; Batch time: 1.124522s; Full time: 0.041512h
[124/15000][epoch 14] Loss_D: -15.608338; Loss_G: 2.930574; Batch time: 1.130552s; Full time: 0.041826h
[125/15000][epoch 14] Loss_D: -14.276955; Loss_G: 0.609926; Batch time: 1.070867s; Full time: 0.042123h
[126/15000][epoch 15] Loss_D: -13.133370; Loss_G: -9.294600; Batch time: 1.223230s; Full time: 0.042463h
[127/15000][epoch 15] Loss_D: -13.129136; Loss_G: -4.417588; Batch time: 1.136812s; Full time: 0.042779h
[128/15000][epoch 15] Loss_D: -12.810921; Loss_G: -5.872192; Batch time: 1.132866s; Full time: 0.043094h
[129/15000][epoch 15] Loss_D: -12.692362; Loss_G: -1.151725; Batch time: 1.127076s; Full time: 0.043407h
[130/15000][epoch 15] Loss_D: -12.271963; Loss_G: -5.966687; Batch time: 1.123072s; Full time: 0.043792h
[131/15000][epoch 15] Loss_D: -11.662285; Loss_G: -11.296264; Batch time: 1.134987s; Full time: 0.044107h
[132/15000][epoch 15] Loss_D: -12.331863; Loss_G: -2.839984; Batch time: 1.132235s; Full time: 0.044422h
[133/15000][epoch 15] Loss_D: -12.950800; Loss_G: -2.086158; Batch time: 1.125981s; Full time: 0.044735h
[134/15000][epoch 16] Loss_D: -11.853512; Loss_G: -3.999962; Batch time: 1.164728s; Full time: 0.045058h
[135/15000][epoch 16] Loss_D: -11.754800; Loss_G: 2.365750; Batch time: 1.144033s; Full time: 0.045376h
[136/15000][epoch 16] Loss_D: -10.829672; Loss_G: -3.933109; Batch time: 1.132156s; Full time: 0.045690h
[137/15000][epoch 16] Loss_D: -11.286351; Loss_G: -6.675653; Batch time: 1.127919s; Full time: 0.046004h
[138/15000][epoch 16] Loss_D: -11.381226; Loss_G: -3.959285; Batch time: 1.140777s; Full time: 0.046321h
